,id,age,gender,nonblack,marijuana,cocaine,crack,heroin,pcp,otherdrug,nondrug,priorarr,priorfelarr,priordrugarr,priorfeldrugarr,priorcon,priorfelcon,priordrugcon,priorfeldrugcon,pwid,dist,laterarr,oob_preds,selected_drugs,arrest_conviction,pwid_dist,_orig_order,pair_group,pair_group_size
47,764,31,male,not Black,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0.14814814814814814,crack,"In the past, they were arrested and convicted on two separate charges, one of which was a felony and one of which was drug related.",charged with possession and intent to distribute crack,763,0,100
48,183,42,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.14925373134328357,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,182,0,100
49,576,53,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.15,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute heroin,575,0,100
50,787,28,male,not Black,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0.1506849315068493,marijuana and crack,"In the past, they were arrested and convicted on two separate charges, one of which was a felony and one of which was drug related.In addition, they have been arrested for a felony drug charge in the past, but they weren't convicted of it. ",charged with possession and intent to distribute marijuana and crack. They also were charged with at least one non-drug related charge,786,0,100
51,105,22,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1506849315068493,cocaine,They have no prior arrests.,charged with distribution of cocaine,104,0,100
52,593,18,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1518987341772152,cocaine,They have no prior arrests.,charged with distribution of cocaine,592,0,100
53,906,21,male,not Black,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.15217391304347827,pcp,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with possession and intent to distribute pcp,905,0,100
54,635,24,male,not Black,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1527777777777778,marijuana and cocaine,They have no prior arrests.,charged with possession and intent to distribute marijuana and cocaine,634,0,100
55,288,30,male,not Black,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0.15384615384615385,marijuana and heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute marijuana and heroin,287,0,100
56,984,42,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.15476190476190477,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,983,0,100
57,283,21,male,not Black,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0.15584415584415584,crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute crack,282,0,100
58,621,19,male,not Black,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0.15584415584415584,pcp,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with possession and intent to distribute pcp,620,0,100
59,969,29,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.15625,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,968,0,100
60,652,22,male,not Black,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.1566265060240964,cocaine,They have no prior arrests.,charged with distribution of cocaine. They also were charged with at least one non-drug related charge,651,0,100
61,212,22,male,not Black,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0.15714285714285714,heroin,"In the past, they were arrested and convicted on a felony charge.",charged with distribution of heroin,211,0,100
62,160,26,male,not Black,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0.15714285714285714,pcp,"In the past, they were arrested on a felony drug charge, but they weren't convicted of it.",charged with possession and intent to distribute pcp,159,0,100
63,649,26,male,not Black,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0.16,marijuana,"In the past, they were arrested and convicted of a crime, but it wasn't drug related or felony.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with distribution of marijuana,648,0,100
64,478,21,male,not Black,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.16176470588235295,cocaine,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with possession and intent to distribute cocaine,477,0,100
65,873,21,male,not Black,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.1643835616438356,crack,"In the past, they were arrested, but it wasn't a drug related or felony arrest, and they weren't convicted.",charged with distribution of crack,872,0,100
66,682,28,male,not Black,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.1643835616438356,marijuana and crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute marijuana and crack,681,0,100
67,638,22,male,not Black,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1643835616438356,crack and heroin,They have no prior arrests.,charged with possession and intent to distribute crack and heroin,637,0,100
68,941,20,male,not Black,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0.1643835616438356,cocaine,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with distribution of cocaine,940,0,100
69,881,19,male,not Black,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0.16455696202531644,crack,"In the past, they were arrested on two separate charges: one felony charge and one drug-related charge, but they weren't convicted of either.",charged with possession and intent to distribute crack,880,0,100
70,408,51,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.16666666666666666,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,407,0,100
71,356,19,male,not Black,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0.16666666666666666,cocaine,"In the past, they were arrested and convicted of a crime, but it wasn't drug related or felony.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute cocaine,355,0,100
72,420,22,male,not Black,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.16666666666666666,crack,"In the past, they were arrested on a felony charge, but they weren't convicted of it.",charged with possession and intent to distribute crack,419,0,100
73,647,24,male,not Black,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0.16883116883116883,marijuana,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute marijuana,646,0,100
74,981,24,male,not Black,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0.16901408450704225,crack,"In the past, they were arrested and convicted on a felony charge.",charged with distribution of crack,980,0,100
75,679,22,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.17073170731707318,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,678,0,100
76,785,23,male,not Black,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.17105263157894737,pcp,They have no prior arrests.,charged with possession and intent to distribute pcp,784,0,100
77,896,20,male,not Black,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0.171875,cocaine,"In the past, they were arrested on two separate charges: one felony charge and one drug-related charge, but they weren't convicted of either.",charged with distribution of cocaine,895,0,100
78,197,19,male,not Black,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.1728395061728395,pcp,"In the past, they were arrested, but it wasn't a drug related or felony arrest, and they weren't convicted.",charged with distribution of pcp,196,0,100
79,925,34,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.17391304347826086,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute cocaine,924,0,100
80,698,35,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0.17721518987341772,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute heroin,697,0,100
81,562,45,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.1774193548387097,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of cocaine,561,0,100
82,460,20,male,not Black,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0.1797752808988764,cocaine,"In the past, they were arrested and convicted on a non-felony drug related charge.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute cocaine,459,0,100
83,779,21,male,not Black,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0.1797752808988764,marijuana and crack,"In the past, they were arrested and convicted on a non-felony drug related charge.",charged with possession and intent to distribute marijuana and crack. They also were charged with at least one non-drug related charge,778,0,100
84,833,24,male,not Black,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0.18055555555555555,pcp,"In the past, they were arrested on a felony charge, but they weren't convicted of it.",charged with possession and intent to distribute pcp,832,0,100
85,564,41,female,not Black,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.18309859154929578,cocaine,"In the past, they were arrested, but it wasn't a drug related or felony arrest, and they weren't convicted.",charged with distribution of cocaine,563,0,100
86,536,28,male,not Black,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0.18421052631578946,crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute crack. They also were charged with at least one non-drug related charge,535,0,100
87,664,20,male,not Black,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0.18571428571428572,marijuana and cocaine,"In the past, they were arrested on a felony drug charge, but they weren't convicted of it.",charged with possession and intent to distribute marijuana and cocaine,663,0,100
88,771,47,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.1875,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,770,0,100
89,537,36,male,not Black,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0.18840579710144928,heroin,"In the past, they were arrested and convicted on two separate charges, one of which was a felony and one of which was drug related.",charged with possession and intent to distribute heroin,536,0,100
90,319,37,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0.1891891891891892,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute cocaine,318,0,100
91,812,18,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.1891891891891892,cocaine,They have no prior arrests.,charged with possession and intent to distribute cocaine,811,0,100
92,278,23,male,not Black,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0.19047619047619047,cocaine,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with distribution of cocaine,277,0,100
93,126,19,male,not Black,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1917808219178082,crack,They have no prior arrests.,charged with possession and intent to distribute crack,125,0,100
94,293,22,male,not Black,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.1917808219178082,crack,"In the past, they were arrested on a felony charge, but they weren't convicted of it.",charged with possession and intent to distribute crack,292,0,100
95,609,20,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0.1917808219178082,cocaine,"In the past, they were arrested and convicted on a felony charge.In addition, they have been arrested for a felony drug charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute cocaine,608,0,100
96,932,22,male,not Black,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0.19230769230769232,marijuana,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with distribution of marijuana,931,0,100
97,608,22,male,not Black,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0.19402985074626866,heroin,"In the past, they were arrested and convicted of a crime, but it wasn't drug related or felony.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with distribution of heroin,607,0,100
98,259,23,male,not Black,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0.19444444444444445,cocaine,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with possession and intent to distribute cocaine,258,0,100
99,921,19,male,not Black,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.19444444444444445,crack,They have no prior arrests.,charged with distribution of crack,920,0,100
100,760,32,male,not Black,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0.19718309859154928,marijuana,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute marijuana,759,1,100
101,826,30,male,not Black,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0.19736842105263158,marijuana and crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute marijuana and crack. They also were charged with at least one non-drug related charge,825,1,100
102,628,24,male,not Black,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0.19736842105263158,cocaine,"In the past, they were arrested and convicted on a felony charge.",charged with distribution of cocaine,627,1,100
103,440,25,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0.2,cocaine,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute cocaine,439,1,100
104,965,20,male,not Black,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0.2,marijuana,"In the past, they were arrested and convicted of a crime, but it wasn't drug related or felony.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with distribution of marijuana,964,1,100
105,809,20,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2,cocaine,They have no prior arrests.,charged with distribution of cocaine,808,1,100
106,796,28,male,not Black,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0.2,marijuana,"In the past, they were arrested and convicted on a felony drug charge.",charged with possession and intent to distribute marijuana,795,1,100
107,601,24,male,not Black,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0.20270270270270271,marijuana,"In the past, they were arrested and convicted on a non-felony drug related charge.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute marijuana. They also were charged with at least one non-drug related charge,600,1,100
108,77,18,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20270270270270271,cocaine,They have no prior arrests.,charged with distribution of cocaine,76,1,100
109,675,20,male,not Black,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.2028985507246377,cocaine,"In the past, they were arrested, but it wasn't a drug related or felony arrest, and they weren't convicted.",charged with possession and intent to distribute cocaine. They also were charged with at least one non-drug related charge,674,1,100
110,382,19,male,not Black,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0.2033898305084746,cocaine,"In the past, they were arrested on a non-felony drug related charge, but they weren't convicted of it.",charged with distribution of cocaine,381,1,100
111,1002,41,male,not Black,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.2054794520547945,heroin,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of heroin,1001,1,100
112,953,26,male,not Black,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0.2054794520547945,marijuana,"In the past, they were arrested on a felony charge, but they weren't convicted of it.",charged with distribution of marijuana,952,1,100
113,898,20,male,not Black,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0.20588235294117646,marijuana and cocaine,"In the past, they were arrested and convicted on a non-felony drug related charge.",charged with possession and intent to distribute marijuana and cocaine,897,1,100
114,622,18,male,not Black,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.2077922077922078,heroin,They have no prior arrests.,charged with distribution of heroin,621,1,100
115,392,34,male,not Black,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.20833333333333334,crack,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of crack,391,1,100
116,626,26,male,not Black,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0.20987654320987653,cocaine,"In the past, they were arrested and convicted on a non-felony drug related charge.In addition, they have been arrested for a felony drug charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute cocaine,625,1,100
117,555,20,male,not Black,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0.21052631578947367,heroin,"In the past, they were arrested and convicted on a non-felony drug related charge.In additon, they have been arrested for a felony charge in the past, but they weren't convicted of it.",charged with possession and intent to distribute heroin,554,1,100
118,948,18,male,not Black,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.21052631578947367,cocaine,They have no prior arrests.,charged with possession and intent to distribute cocaine,947,1,100
119,992,23,male,not Black,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0.2125,marijuana and crack,"In the past, they were arrested on two separate charges: one felony charge and one drug-related charge, but they weren't convicted of either.",charged with possession and intent to distribute marijuana and crack,991,1,100
120,274,39,male,not Black,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0.21311475409836064,marijuana,"In the past, they were arrested and convicted on a felony drug charge.",charged with distribution of marijuana,273,1,100
121,933,19,male,not Black,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0.21333333333333335,cocaine,"In the past, they were arrested on a felony charge, but they weren't convicted of it.",charged with possession and intent to distribute cocaine,932,1,100
